realization,sample,temperature,kin_energy,pot_energy
1,1,1.010226,1.515338,-2.059026
1,2,0.981602,1.472403,-2.015413
1,3,0.919485,1.379227,-1.916503
1,4,0.921223,1.381834,-1.919387
1,5,0.898666,1.347999,-1.881777
1,6,0.869527,1.304290,-1.836358
1,7,0.866012,1.299018,-1.831359
1,8,0.849564,1.274346,-1.805870
1,9,0.878868,1.318302,-1.850670
1,10,0.845184,1.267776,-1.795915
1,11,0.846967,1.270450,-1.797709
1,12,0.867953,1.301930,-1.827066
1,13,0.853328,1.279993,-1.805060
1,14,0.847463,1.271194,-1.797155
1,15,0.832979,1.249468,-1.775959
1,16,0.849745,1.274618,-1.803416
1,17,0.847555,1.271332,-1.800103
1,18,0.879730,1.319595,-1.847836
1,19,0.862378,1.293567,-1.824635
1,20,0.902251,1.353377,-1.888295
1,21,0.912452,1.368678,-1.908048
1,22,0.945499,1.418249,-1.959744
1,23,0.879024,1.318536,-1.857398
1,24,0.922284,1.383425,-1.922519
1,25,0.895028,1.342542,-1.881249
1,26,0.890818,1.336227,-1.874563
1,27,0.899262,1.348893,-1.886360
1,28,0.841773,1.262660,-1.801648
1,29,0.906692,1.360038,-1.899015
1,30,0.877627,1.316441,-1.854322
1,31,0.857116,1.285674,-1.819672
1,32,0.854376,1.281564,-1.816326
1,33,0.854638,1.281957,-1.815386
1,34,0.863784,1.295676,-1.826852
1,35,0.827499,1.241248,-1.774674
1,36,0.862732,1.294098,-1.830664
1,37,0.876936,1.315404,-1.853258
1,38,0.867706,1.301558,-1.840671
1,39,0.881689,1.322533,-1.861933
1,40,0.841139,1.261708,-1.802531
1,41,0.860882,1.291323,-1.832464
1,42,0.860626,1.290939,-1.829154
1,43,0.850996,1.276495,-1.814784
1,44,0.864375,1.296562,-1.833714
1,45,0.874168,1.311252,-1.848272
1,46,0.888961,1.333442,-1.874101
1,47,0.871573,1.307360,-1.849785
1,48,0.886394,1.329591,-1.871003
1,49,0.874379,1.311569,-1.853688
1,50,0.902661,1.353991,-1.893960
1,51,0.861654,1.292482,-1.830512
1,52,0.884075,1.326112,-1.862686
1,53,0.861191,1.291787,-1.830979
1,54,0.871271,1.306907,-1.844947
1,55,0.854907,1.282360,-1.820841
1,56,0.861973,1.292959,-1.829623
1,57,0.852928,1.279392,-1.811687
1,58,0.865994,1.298991,-1.832316
1,59,0.829370,1.244055,-1.778110
1,60,0.823711,1.235566,-1.773245
1,61,0.849632,1.274448,-1.810393
1,62,0.855333,1.282999,-1.817459
1,63,0.842525,1.263788,-1.798932
1,64,0.842777,1.264166,-1.799421
1,65,0.869043,1.303565,-1.840481
1,66,0.873248,1.309872,-1.848579
1,67,0.864795,1.297193,-1.835688
1,68,0.812804,1.219205,-1.758990
1,69,0.859884,1.289826,-1.830201
1,70,0.860891,1.291337,-1.831121
1,71,0.861045,1.291568,-1.830199
1,72,0.876558,1.314837,-1.851617
1,73,0.890162,1.335243,-1.876907
1,74,0.897188,1.345783,-1.888234
1,75,0.836030,1.254045,-1.794263
1,76,0.861853,1.292780,-1.830635
1,77,0.845759,1.268639,-1.807071
1,78,0.827887,1.241830,-1.778991
1,79,0.846125,1.269187,-1.805696
1,80,0.846039,1.269058,-1.805852
1,81,0.850537,1.275806,-1.810775
1,82,0.843177,1.264766,-1.797832
1,83,0.842594,1.263891,-1.793671
