realization,sample,temperature,kin_energy,pot_energy
1,1,1.005781,1.508671,-2.046310
1,2,0.975640,1.463460,-2.006483
1,3,0.951611,1.427417,-1.968531
1,4,0.972332,1.458499,-1.994752
1,5,0.969764,1.454646,-1.991968
1,6,0.921037,1.381555,-1.918733
1,7,0.912049,1.368074,-1.904159
1,8,0.939299,1.408949,-1.939347
1,9,0.906809,1.360214,-1.886189
1,10,0.878762,1.318142,-1.843518
1,11,0.933556,1.400333,-1.928317
1,12,0.878394,1.317591,-1.846212
1,13,0.919249,1.378873,-1.910142
1,14,0.890410,1.335615,-1.867507
1,15,0.945427,1.418140,-1.948999
1,16,0.926756,1.390133,-1.920766
1,17,0.962792,1.444188,-1.980908
1,18,0.943889,1.415834,-1.955200
1,19,0.929115,1.393672,-1.934082
1,20,0.940762,1.411144,-1.947023
1,21,0.927881,1.391821,-1.926600
1,22,0.932870,1.399305,-1.931949
1,23,0.936207,1.404310,-1.937160
1,24,0.969721,1.454582,-1.984043
1,25,0.927807,1.391711,-1.921964
1,26,0.907578,1.361367,-1.892269
1,27,0.948025,1.422037,-1.947505
1,28,0.913228,1.369842,-1.896996
1,29,0.902884,1.354326,-1.877676
1,30,0.888206,1.332310,-1.856841
1,31,0.912656,1.368984,-1.894272
1,32,0.910995,1.366493,-1.893630
1,33,0.931666,1.397499,-1.928950
1,34,0.919477,1.379215,-1.913435
1,35,0.919199,1.378799,-1.916122
1,36,0.906868,1.360302,-1.899082
1,37,0.954962,1.432443,-1.974922
1,38,0.939328,1.408993,-1.950614
1,39,0.936702,1.405052,-1.948707
1,40,0.956069,1.434104,-1.974629
1,41,0.948850,1.423276,-1.965635
1,42,0.984079,1.476118,-2.018314
1,43,0.950098,1.425147,-1.965573
1,44,0.974721,1.462082,-2.005729
1,45,0.965774,1.448660,-1.993588
1,46,0.926275,1.389412,-1.927547
1,47,0.952436,1.428654,-1.962416
1,48,0.889264,1.333895,-1.866653
1,49,0.897270,1.345905,-1.876644
1,50,0.893188,1.339782,-1.873646
1,51,0.863064,1.294595,-1.823224
1,52,0.889967,1.334950,-1.862324
1,53,0.898808,1.348211,-1.874442
1,54,0.907346,1.361020,-1.886902
1,55,0.917913,1.376869,-1.909066
1,56,0.901260,1.351890,-1.882879
1,57,0.944511,1.416767,-1.947385
1,58,0.929558,1.394337,-1.925019
1,59,0.919208,1.378811,-1.910114
1,60,0.909187,1.363781,-1.899151
1,61,0.888615,1.332922,-1.865832
1,62,0.897466,1.346199,-1.877567
1,63,0.903453,1.355180,-1.881959
1,64,0.917504,1.376255,-1.903539
1,65,0.913404,1.370106,-1.902231
1,66,0.917370,1.376055,-1.907357
1,67,0.924062,1.386093,-1.923541
1,68,0.932238,1.398357,-1.936440
1,69,0.888568,1.332852,-1.868512
1,70,0.899851,1.349777,-1.884074
1,71,0.915687,1.373531,-1.904377
1,72,0.920847,1.381271,-1.909539
1,73,0.940468,1.410703,-1.938113
1,74,0.934354,1.401532,-1.931729
1,75,0.897315,1.345973,-1.874542
1,76,0.927314,1.390971,-1.919381
1,77,0.919856,1.379785,-1.911977
1,78,0.918404,1.377606,-1.908104
1,79,0.946875,1.420312,-1.956339
1,80,0.917658,1.376487,-1.915935
1,81,0.934269,1.401403,-1.940167
1,82,0.958694,1.438041,-1.977245
1,83,0.940645,1.410967,-1.948853
1,84,0.934090,1.401135,-1.940752
1,85,0.915129,1.372694,-1.906995
1,86,0.921099,1.381648,-1.918347
1,87,0.907167,1.360750,-1.895442
1,88,0.963569,1.445353,-1.985246
1,89,0.914331,1.371496,-1.912040
1,90,0.955078,1.432617,-1.971498
1,91,0.906266,1.359399,-1.896213
1,92,0.937716,1.406574,-1.939215
1,93,0.952755,1.429132,-1.963268
1,94,0.954765,1.432147,-1.963366
1,95,0.950560,1.425840,-1.958729
1,96,0.938400,1.407600,-1.940843
1,97,0.923334,1.385000,-1.918810
1,98,0.903469,1.355203,-1.884627
1,99,0.901132,1.351697,-1.877059
1,100,0.856752,1.285128,-1.810584
1,101,0.850432,1.275648,-1.800990
1,102,0.906627,1.359940,-1.884149
1,103,0.891537,1.337305,-1.859831
1,104,0.900395,1.350592,-1.874340
1,105,0.917565,1.376348,-1.899916
1,106,0.872488,1.308732,-1.832105
1,107,0.939334,1.409000,-1.930691
1,108,0.883175,1.324762,-1.841559
1,109,0.876319,1.314479,-1.831674
1,110,0.888207,1.332310,-1.850405
1,111,0.879404,1.319106,-1.835570
1,112,0.841750,1.262626,-1.777247
1,113,0.847114,1.270671,-1.786314
1,114,0.870710,1.306065,-1.817741
1,115,0.841560,1.262340,-1.769911
1,116,0.858625,1.287937,-1.792536
1,117,0.855186,1.282780,-1.785844
1,118,0.831159,1.246738,-1.748384
1,119,0.827101,1.240651,-1.738846
1,120,0.855375,1.283062,-1.780573
1,121,0.820547,1.230820,-1.731965
1,122,0.836610,1.254915,-1.762000
1,123,0.797178,1.195767,-1.699260
1,124,0.833684,1.250527,-1.752850
1,125,0.819963,1.229945,-1.734079
1,126,0.824128,1.236191,-1.739717
1,127,0.833450,1.250175,-1.754449
1,128,0.833595,1.250392,-1.755801
1,129,0.821655,1.232483,-1.738771
1,130,0.859714,1.289571,-1.796634
1,131,0.826222,1.239333,-1.739645
1,132,0.841605,1.262407,-1.765173
1,133,0.843796,1.265694,-1.773504
1,134,0.845804,1.268707,-1.776921
1,135,0.835920,1.253881,-1.763512
1,136,0.875263,1.312894,-1.826493
1,137,0.851001,1.276502,-1.791303
1,138,0.903370,1.355056,-1.871636
1,139,0.892936,1.339405,-1.855041
1,140,0.892530,1.338795,-1.856975
1,141,0.896791,1.345186,-1.865502
1,142,0.914448,1.371673,-1.893274
1,143,0.892539,1.338808,-1.859107
1,144,0.897865,1.346797,-1.869125
1,145,0.866441,1.299661,-1.823136
1,146,0.833655,1.250482,-1.773115
1,147,0.827436,1.241154,-1.763089
1,148,0.807669,1.211503,-1.731615
1,149,0.852667,1.279001,-1.798187
1,150,0.863578,1.295367,-1.810291
1,151,0.900161,1.350241,-1.865382
1,152,0.875975,1.313962,-1.831757
1,153,0.878297,1.317446,-1.832926
1,154,0.902902,1.354353,-1.867734
1,155,0.873365,1.310048,-1.822124
1,156,0.855878,1.283817,-1.794358
1,157,0.882594,1.323890,-1.834358
1,158,0.828762,1.243142,-1.754469
1,159,0.863247,1.294871,-1.809203
1,160,0.862978,1.294467,-1.808217
1,161,0.862831,1.294247,-1.808135
1,162,0.892900,1.339349,-1.852914
1,163,0.904236,1.356354,-1.873621
1,164,0.891046,1.336569,-1.851539
1,165,0.885650,1.328475,-1.841371
1,166,0.865335,1.298003,-1.814182
1,167,0.847512,1.271268,-1.784014
1,168,0.832682,1.249024,-1.759931
1,169,0.850265,1.275398,-1.789170
1,170,0.858253,1.287380,-1.801234
1,171,0.841527,1.262290,-1.777229
1,172,0.830474,1.245711,-1.759017
1,173,0.827257,1.240886,-1.752786
1,174,0.832712,1.249067,-1.760863
1,175,0.833145,1.249718,-1.757949
1,176,0.830320,1.245480,-1.756393
1,177,0.846310,1.269465,-1.777722
1,178,0.860660,1.290990,-1.799566
1,179,0.819835,1.229752,-1.746812
1,180,0.865670,1.298506,-1.819396
1,181,0.892116,1.338175,-1.858327
1,182,0.908245,1.362367,-1.885134
1,183,0.892630,1.338946,-1.863499
1,184,0.945960,1.418940,-1.939683
1,185,0.913960,1.370940,-1.899007
1,186,0.888175,1.332262,-1.859396
1,187,0.907799,1.361699,-1.891656
1,188,0.887897,1.331845,-1.863343
1,189,0.916070,1.374105,-1.902495
1,190,0.898268,1.347402,-1.874796
1,191,0.888014,1.332021,-1.858841
1,192,0.921190,1.381785,-1.907981
1,193,0.931037,1.396555,-1.922930
1,194,0.879032,1.318548,-1.845334
1,195,0.890516,1.335775,-1.861596
1,196,0.902735,1.354102,-1.879822
1,197,0.876170,1.314256,-1.835694
1,198,0.876800,1.315200,-1.833115
1,199,0.860915,1.291372,-1.805628
1,200,0.841987,1.262981,-1.776905
1,201,0.861301,1.291952,-1.805093
1,202,0.856229,1.284344,-1.798805
1,203,0.861726,1.292589,-1.804089
1,204,0.855900,1.283850,-1.796483
1,205,0.865093,1.297640,-1.813628
1,206,0.888396,1.332594,-1.848833
1,207,0.861708,1.292562,-1.809307
1,208,0.877930,1.316895,-1.829342
1,209,0.879052,1.318578,-1.832072
1,210,0.839466,1.259200,-1.772751
1,211,0.880540,1.320810,-1.832968
1,212,0.851788,1.277682,-1.787622
1,213,0.841459,1.262188,-1.773184
1,214,0.852681,1.279022,-1.792351
1,215,0.834913,1.252369,-1.761303
1,216,0.870372,1.305558,-1.816894
1,217,0.873689,1.310534,-1.825978
1,218,0.869126,1.303689,-1.819553
1,219,0.899304,1.348956,-1.869840
1,220,0.930834,1.396252,-1.917874
1,221,0.958544,1.437817,-1.958766
1,222,0.887284,1.330926,-1.853579
1,223,0.953648,1.430471,-1.955866
1,224,0.916876,1.375314,-1.905018
1,225,0.900787,1.351180,-1.882594
1,226,0.908853,1.363279,-1.896578
1,227,0.945401,1.418102,-1.954518
1,228,0.926437,1.389655,-1.925769
1,229,0.953387,1.430080,-1.968295
1,230,0.971096,1.456644,-1.996858
1,231,0.994506,1.491759,-2.027471
1,232,0.968976,1.453463,-1.987285
1,233,0.989304,1.483956,-2.016055
1,234,0.958201,1.437301,-1.968430
1,235,0.970687,1.456031,-1.993540
1,236,0.925079,1.387619,-1.920143
1,237,0.923519,1.385278,-1.920263
1,238,0.913742,1.370613,-1.898584
1,239,0.930477,1.395716,-1.921120
1,240,0.931967,1.397951,-1.919952
1,241,0.919828,1.379742,-1.906165
1,242,0.893308,1.339961,-1.860706
1,243,0.885071,1.327606,-1.849663
1,244,0.904162,1.356244,-1.873644
1,245,0.848032,1.272048,-1.790260
1,246,0.883774,1.325661,-1.838524
1,247,0.876032,1.314048,-1.826997
1,248,0.851681,1.277521,-1.792860
1,249,0.857415,1.286122,-1.798660
1,250,0.844063,1.266095,-1.781091
1,251,0.851567,1.277351,-1.792795
1,252,0.862929,1.294394,-1.807897
1,253,0.858186,1.287279,-1.800700
1,254,0.860796,1.291194,-1.808763
1,255,0.867492,1.301238,-1.818632
1,256,0.858580,1.287871,-1.805906
1,257,0.861978,1.292967,-1.807109
1,258,0.893145,1.339717,-1.852796
1,259,0.901728,1.352592,-1.862856
1,260,0.885232,1.327847,-1.841256
1,261,0.858259,1.287388,-1.803035
1,262,0.867291,1.300936,-1.823759
1,263,0.855012,1.282518,-1.801198
1,264,0.855882,1.283823,-1.803831
1,265,0.863726,1.295588,-1.814944
1,266,0.895661,1.343491,-1.862002
1,267,0.900132,1.350199,-1.872018
1,268,0.919871,1.379807,-1.904195
1,269,0.910632,1.365948,-1.894703
1,270,0.919661,1.379491,-1.912623
1,271,0.918933,1.378400,-1.910303
1,272,0.877729,1.316593,-1.846433
1,273,0.933483,1.400224,-1.930406
1,274,0.896270,1.344405,-1.872350
1,275,0.901905,1.352857,-1.880411
1,276,0.928541,1.392812,-1.925613
1,277,0.898672,1.348009,-1.885414
1,278,0.943304,1.414956,-1.948960
1,279,0.921323,1.381984,-1.913865
1,280,0.918284,1.377427,-1.905768
1,281,0.912271,1.368406,-1.895078
1,282,0.922189,1.383283,-1.910738
1,283,0.885286,1.327929,-1.853379
1,284,0.912940,1.369410,-1.896804
1,285,0.931230,1.396845,-1.925299
1,286,0.915509,1.373264,-1.900905
1,287,0.884411,1.326616,-1.854335
1,288,0.907618,1.361427,-1.890819
1,289,0.898984,1.348476,-1.872435
1,290,0.892783,1.339174,-1.862829
1,291,0.867968,1.301952,-1.824965
1,292,0.873855,1.310782,-1.833110
1,293,0.859424,1.289136,-1.811339
1,294,0.886573,1.329860,-1.854632
1,295,0.870295,1.305442,-1.829887
1,296,0.866682,1.300024,-1.827300
1,297,0.897778,1.346667,-1.869625
1,298,0.868351,1.302526,-1.825206
1,299,0.881730,1.322594,-1.847790
