time,prey,pred
0.000000,800,300
0.000152,801,300
0.000164,800,301
0.000222,799,302
0.000394,798,303
0.000554,799,303
0.000856,799,302
0.001108,800,302
0.001468,801,302
0.001562,800,303
0.001754,799,304
0.001898,800,304
0.002223,801,304
0.002398,800,305
0.002431,801,305
0.002454,802,305
0.002599,802,304
0.002878,803,304
0.003136,802,305
0.003187,801,306
0.003241,800,307
0.003336,799,308
0.003420,798,309
0.003626,797,310
0.003973,796,311
0.004042,796,310
0.004048,795,311
0.004213,794,312
0.004283,793,313
0.004302,794,313
0.004738,793,314
0.004864,792,315
0.005012,792,314
0.005407,791,315
0.005595,792,315
0.005614,793,315
0.005645,793,314
0.005815,794,314
0.005850,794,313
0.005975,795,313
0.006273,794,314
0.006279,795,314
0.006304,794,315
0.006387,794,314
0.006411,795,314
0.006444,795,313
0.006581,795,312
0.006661,794,313
0.006672,795,313
0.006844,796,313
0.006872,796,312
0.007212,795,313
0.007385,795,312
0.007549,796,312
0.007581,797,312
0.007618,796,313
0.007772,795,314
0.007802,796,314
0.007828,797,314
0.007845,798,314
0.008032,797,315
0.008280,796,316
0.008305,795,317
0.008360,794,318
0.008849,793,319
0.009483,794,319
0.010121,794,318
0.010138,795,318
0.010149,796,318
0.010246,797,318
0.010271,797,317
0.010466,796,318
0.010626,795,319
0.010875,796,319
0.011008,796,318
0.011142,795,319
0.011654,795,318
0.011831,796,318
0.012078,795,319
0.012078,796,319
0.012292,795,320
0.012823,794,321
0.012937,795,321
0.012957,794,322
0.013338,793,323
0.013878,794,323
0.014714,793,324
0.014940,794,324
0.015175,794,323
0.015272,795,323
0.015336,796,323
0.015365,795,324
0.015453,795,323
0.015671,794,324
0.015687,794,323
0.015693,795,323
0.015711,794,324
0.016020,795,324
0.016160,794,325
0.016213,795,325
0.016355,796,325
0.016400,796,324
0.016453,796,323
0.016594,795,324
0.017073,796,324
0.017077,796,323
0.017462,796,322
0.017529,796,321
0.017745,795,322
0.017981,794,323
0.017990,795,323
0.018153,796,323
0.018200,797,323
0.018324,798,323
0.018366,797,324
0.018499,798,324
0.018718,799,324
0.018742,798,325
0.018770,799,325
0.019039,798,326
0.019380,798,325
0.019545,797,326
0.019547,798,326
0.019640,797,327
0.019698,796,328
0.019813,796,327
0.019959,795,328
0.020012,795,327
0.020219,796,327
0.020445,795,328
0.020713,794,329
0.020922,795,329
0.021166,796,329
0.021198,797,329
0.021417,796,330
0.021437,797,330
0.021438,796,331
0.021639,796,330
0.021644,795,331
0.021652,796,331
0.022219,797,331
0.022235,796,332
0.022306,795,333
0.022319,796,333
0.022441,796,332
0.022639,797,332
0.022691,797,331
0.022722,797,330
0.022759,796,331
0.023020,795,332
0.023062,794,333
0.023188,795,333
0.023208,796,333
0.023371,795,334
0.023638,795,333
0.023709,794,334
0.023935,795,334
0.023954,796,334
0.023979,796,333
0.024187,796,332
0.024749,795,333
0.024764,794,334
0.024789,795,334
0.024930,794,335
0.025461,795,335
0.025631,795,334
0.025637,794,335
0.025732,793,336
0.025780,792,337
0.025896,792,336
0.026050,792,335
0.026212,792,334
0.026370,793,334
0.026856,794,334
0.027498,795,334
0.027588,794,335
0.027814,793,336
0.027853,792,337
0.027894,791,338
0.027899,790,339
0.027920,791,339
0.028063,790,340
0.028575,790,339
0.029082,791,339
0.029235,790,340
0.029338,791,340
0.029604,791,339
0.029797,791,338
0.030005,792,338
0.030069,791,339
0.030092,790,340
0.030165,789,341
0.030610,789,340
0.030744,788,341
0.030818,789,341
0.031001,789,340
0.031039,788,341
0.031086,789,341
0.031146,790,341
0.031236,791,341
0.031295,790,342
0.031477,790,341
0.031841,789,342
0.031904,790,342
0.031950,791,342
0.031968,790,343
0.032066,791,343
0.032505,792,343
0.032540,793,343
0.032559,792,344
0.032587,791,345
0.032672,792,345
0.033101,791,346
0.033302,792,346
0.033458,793,346
0.033602,793,345
0.033622,794,345
0.033900,795,345
0.034060,794,346
0.034131,795,346
0.034187,796,346
0.034282,796,345
0.034310,795,346
0.034538,796,346
0.034576,796,345
0.034894,796,344
0.035364,797,344
0.035478,798,344
0.035685,797,345
0.035762,798,345
0.036026,797,346
0.036268,797,345
0.036388,797,344
0.036472,796,345
0.036658,796,344
0.036791,797,344
0.037074,798,344
0.037127,799,344
0.037163,799,343
0.037300,800,343
0.037372,801,343
0.038089,801,342
0.038244,802,342
0.038557,802,341
0.038758,803,341
0.038809,802,342
0.038864,803,342
0.038990,803,341
0.039079,804,341
0.039192,803,342
0.039194,803,341
0.039722,803,340
0.039825,802,341
0.039930,801,342
0.039937,800,343
0.040131,799,344
0.040495,798,345
0.040591,797,346
0.040675,798,346
0.040675,797,347
0.040679,797,346
0.040721,798,346
0.040829,799,346
0.041118,799,345
0.041157,799,344
0.041470,798,345
0.041559,798,344
0.041563,797,345
0.041578,796,346
0.041720,796,345
0.041864,795,346
0.041907,794,347
0.042145,793,348
0.042312,794,348
0.042604,794,347
0.042728,793,348
0.042762,793,347
0.042814,792,348
0.042817,793,348
0.042831,794,348
0.042850,795,348
0.042916,794,349
0.043081,795,349
0.043097,794,350
0.043141,795,350
0.043849,795,349
0.043896,796,349
0.043964,797,349
0.044166,796,350
0.044166,795,351
0.044251,794,352
0.044421,793,353
0.044444,794,353
0.044667,793,354
0.044834,792,355
0.045023,791,356
0.045126,791,355
0.045135,790,356
0.045277,790,355
0.045513,789,356
0.045812,788,357
0.046032,789,357
0.046594,789,356
0.046908,790,356
0.046938,791,356
0.047022,790,357
0.047130,791,357
0.047179,792,357
0.047190,793,357
0.047399,792,358
0.047445,793,358
0.047633,794,358
0.047671,794,357
0.047913,793,358
0.047958,794,358
0.048036,795,358
0.048235,794,359
0.048256,793,360
0.048257,794,360
0.048769,794,359
0.048847,794,358
0.048920,793,359
0.049519,794,359
0.049632,794,358
0.049706,793,359
0.050216,792,360
0.050262,793,360
0.050324,792,361
0.050520,793,361
0.051043,793,360
0.051050,793,359
0.051114,794,359
0.051127,793,360
0.051264,794,360
0.051379,794,359
0.051384,793,360
0.051392,792,361
0.051494,793,361
0.051744,792,362
0.051958,791,363
0.052112,791,362
0.052175,790,363
0.052438,789,364
0.052490,789,363
0.052664,790,363
0.052973,789,364
0.053239,789,363
0.053275,790,363
0.053401,789,364
0.053403,788,365
0.053556,788,364
0.053566,789,364
0.053571,788,365
0.053612,789,365
0.053793,788,366
0.053877,787,367
0.053885,786,368
0.053928,787,368
0.053936,786,369
0.054227,785,370
0.054599,786,370
0.054621,787,370
0.054726,788,370
0.054825,789,370
0.054844,789,369
0.054896,789,368
0.054994,790,368
0.055284,791,368
0.055421,790,369
0.055535,790,368
0.055637,790,367
0.055735,791,367
0.056342,790,368
0.056428,789,369
0.056455,790,369
0.056808,789,370
0.057010,790,370
0.057181,789,371
0.057364,788,372
0.057373,788,371
0.057782,789,371
0.057884,790,371
0.057927,789,372
0.058292,790,372
0.058340,790,371
0.058376,789,372
0.058500,788,373
0.058686,789,373
0.058823,789,372
0.058856,788,373
0.058877,788,372
0.059041,788,371
0.059055,787,372
0.059133,787,371
0.059366,786,372
0.059426,787,372
0.059529,787,371
0.059563,786,372
0.059584,785,373
0.059667,786,373
0.059670,785,374
0.059717,784,375
0.059730,783,376
0.059901,782,377
0.060059,782,376
0.060153,782,375
0.060341,782,374
0.060383,783,374
0.060391,783,373
0.060549,784,373
0.060714,785,373
0.060822,785,372
0.061074,786,372
0.061108,787,372
0.061242,788,372
0.061354,787,373
0.061460,786,374
0.061466,787,374
0.061659,788,374
0.061750,789,374
0.061869,788,375
0.062033,789,375
0.062122,788,376
0.062448,788,375
0.062712,787,376
0.062805,786,377
0.062916,786,376
0.063176,787,376
0.063893,788,376
0.064054,788,375
0.064125,787,376
0.064345,788,376
0.064375,787,377
0.064377,788,377
0.064486,787,378
0.064594,788,378
0.064938,788,377
0.065111,788,376
0.065135,789,376
0.065156,788,377
0.065289,788,376
0.065425,788,375
0.065496,788,374
0.065618,788,373
0.065621,788,372
0.065778,788,371
0.066042,788,370
0.066084,788,369
0.066302,788,368
0.066660,788,367
0.066780,787,368
0.067148,788,368
0.067162,789,368
0.067369,788,369
0.068045,789,369
0.068101,789,368
0.068251,789,367
0.068479,788,368
0.068491,788,367
0.068635,789,367
0.069029,789,366
0.069224,790,366
0.069267,791,366
0.069351,791,365
0.069481,790,366
0.069592,790,365
0.069656,791,365
0.069695,790,366
0.069714,791,366
0.069752,790,367
0.069863,789,368
0.069962,788,369
0.070192,788,368
0.070428,789,368
0.070625,788,369
0.070675,789,369
0.070686,789,368
0.070770,788,369
0.070820,787,370
0.070982,786,371
0.071316,786,370
0.071584,787,370
0.071723,787,369
0.072005,787,368
0.072083,788,368
0.072174,787,369
0.072184,787,368
0.072298,788,368
0.072304,788,367
0.072586,788,366
0.072729,789,366
0.072784,789,365
0.073481,789,364
0.073521,790,364
0.073734,789,365
0.073755,788,366
0.073773,787,367
0.073844,786,368
0.074008,785,369
0.074183,784,370
0.074465,785,370
0.074794,786,370
0.074832,787,370
0.074905,787,369
0.074937,786,370
0.074961,786,369
0.075482,785,370
0.075746,785,369
0.075859,784,370
0.076033,784,369
0.076234,785,369
0.076305,785,368
0.076325,784,369
0.076621,783,370
0.076626,782,371
0.076778,781,372
0.076886,782,372
0.076890,781,373
0.077079,780,374
0.077456,779,375
0.077482,780,375
0.077591,779,376
0.077670,780,376
0.077755,779,377
0.078026,780,377
0.078061,780,376
0.078085,780,375
0.078166,781,375
0.078369,781,374
0.078593,780,375
0.078687,780,374
0.078744,781,374
0.078776,782,374
0.078849,782,373
0.078895,783,373
0.078917,782,374
0.078945,783,374
0.078986,784,374
0.079069,783,375
0.079093,783,374
0.079114,783,373
0.079165,783,372
0.079371,783,371
0.079865,783,370
0.079901,784,370
0.079914,783,371
0.080089,784,371
0.080140,785,371
0.080230,784,372
0.080276,783,373
0.080587,784,373
0.080942,785,373
0.081027,784,374
0.081054,785,374
0.081465,786,374
0.081507,787,374
0.081988,786,375
0.082029,785,376
0.082129,785,375
0.082170,784,376
0.082257,784,375
0.082345,783,376
0.082426,783,375
0.082630,782,376
0.082658,783,376
0.082686,784,376
0.082908,783,377
0.082981,782,378
0.082989,781,379
0.083095,782,379
0.083201,782,378
0.083275,782,377
0.083382,781,378
0.083500,781,377
0.083554,782,377
0.083848,783,377
0.084015,784,377
0.084638,785,377
0.084926,785,376
0.084973,786,376
0.085047,785,377
0.085284,784,378
0.085337,783,379
0.085343,784,379
0.085508,783,380
0.085586,783,379
0.085924,782,380
0.086004,781,381
0.086098,781,380
0.086238,780,381
0.086358,781,381
0.086406,782,381
0.086491,781,382
0.086551,780,383
0.086745,781,383
0.086891,780,384
0.086942,781,384
0.086976,782,384
0.087151,781,385
0.087368,782,385
0.087431,783,385
0.087588,782,386
0.087785,783,386
0.087843,784,386
0.088369,784,385
0.088768,785,385
0.089311,784,386
0.089929,785,386
0.090220,785,385
0.090550,786,385
0.090798,785,386
0.090876,785,385
0.091146,786,385
0.091159,786,384
0.091249,787,384
0.091557,786,385
0.091565,786,384
0.091591,785,385
0.091897,784,386
0.092234,785,386
0.092267,786,386
0.092578,786,385
0.092771,785,386
0.092789,784,387
0.093060,783,388
0.093355,782,389
0.093471,783,389
0.093486,784,389
0.093526,785,389
0.093709,784,390
0.093846,785,390
0.093854,784,391
0.093863,785,391
0.093879,785,390
0.094325,785,389
0.094453,784,390
0.094825,785,390
0.094981,786,390
0.095248,786,389
0.095263,785,390
0.095410,785,389
0.095494,784,390
0.095495,783,391
0.095618,784,391
0.095838,784,390
0.095862,783,391
0.095878,783,390
0.096110,782,391
0.096120,783,391
0.096267,784,391
0.096326,783,392
0.096372,782,393
0.096391,781,394
0.096520,782,394
0.096734,781,395
0.096759,782,395
0.096904,782,394
0.097285,781,395
0.097383,780,396
0.097447,779,397
0.097460,779,396
0.097650,778,397
0.097758,779,397
0.097838,778,398
0.098282,777,399
0.098398,778,399
0.098628,778,398
0.098828,779,398
0.098933,778,399
0.099231,779,399
0.099258,779,398
0.099459,780,398
0.099548,781,398
0.099549,781,397
0.099716,782,397
0.099723,783,397
0.100024,782,398
0.100103,783,398
0.100213,783,397
0.100505,782,398
0.100926,781,399
0.101137,780,400
0.101159,781,400
0.101279,780,401
0.101502,781,401
0.101654,780,402
0.101943,781,402
0.101987,781,401
0.102005,782,401
0.102086,782,400
0.102223,783,400
0.102275,782,401
0.102306,781,402
0.102377,780,403
0.102400,780,402
0.102537,780,401
0.102667,781,401
0.102772,782,401
0.103016,782,400
0.103142,781,401
0.103529,782,401
0.103556,781,402
0.103570,782,402
0.104015,783,402
0.104083,782,403
0.104174,782,402
0.104836,782,401
0.104858,781,402
0.104874,780,403
0.105238,779,404
0.105331,779,403
0.105495,778,404
0.105568,778,403
0.105569,777,404
0.105845,776,405
0.105924,776,404
0.106101,777,404
0.106152,778,404
0.106348,777,405
0.106578,776,406
0.106824,776,405
0.106958,776,404
0.106984,775,405
0.107287,775,404
0.107349,776,404
0.107377,776,403
0.107442,775,404
0.107627,775,403
0.107689,776,403
0.107745,776,402
0.107786,777,402
0.107898,778,402
0.107977,777,403
0.108049,778,403
