realization,sample,temperature,kin_energy,pot_energy
1,1,1.037175,1.555763,-0.709971
1,2,1.039541,1.559311,-0.732485
1,3,1.029143,1.543715,-0.835406
1,4,1.055781,1.583671,-1.026212
1,5,1.047270,1.570906,-1.089064
1,6,1.084706,1.627059,-1.198029
1,7,1.107998,1.661997,-1.302710
1,8,1.072231,1.608346,-1.195809
1,9,1.099875,1.649813,-1.261887
1,10,1.083358,1.625037,-1.240949
1,11,1.098046,1.647068,-1.258519
1,12,1.079238,1.618857,-1.193665
1,13,1.097256,1.645884,-1.208253
1,14,1.090299,1.635449,-1.193117
1,15,1.080475,1.620713,-1.197865
1,16,1.095703,1.643555,-1.210616
1,17,1.091732,1.637597,-1.211011
1,18,1.073639,1.610459,-1.190484
1,19,1.119163,1.678745,-1.291583
1,20,1.079564,1.619345,-1.218495
1,21,1.089000,1.633501,-1.242386
1,22,1.081003,1.621505,-1.246261
1,23,1.093367,1.640050,-1.241496
1,24,1.104188,1.656282,-1.227429
1,25,1.046332,1.569498,-1.162392
1,26,1.070504,1.605757,-1.179214
1,27,1.109897,1.664845,-1.264745
1,28,1.092556,1.638835,-1.243147
1,29,1.120839,1.681259,-1.305348
1,30,1.090219,1.635329,-1.239267
1,31,1.105549,1.658323,-1.258752
1,32,1.089471,1.634206,-1.211264
1,33,1.113481,1.670221,-1.277283
1,34,1.109139,1.663708,-1.277861
1,35,1.106182,1.659273,-1.270637
1,36,1.098772,1.648158,-1.229519
1,37,1.102661,1.653992,-1.225540
1,38,1.100909,1.651363,-1.206459
1,39,1.084777,1.627165,-1.176177
1,40,1.104740,1.657110,-1.205709
1,41,1.094555,1.641833,-1.229847
1,42,1.093906,1.640859,-1.221609
1,43,1.101105,1.651658,-1.225977
1,44,1.096840,1.645260,-1.226220
1,45,1.079701,1.619552,-1.174891
1,46,1.094902,1.642353,-1.221453
1,47,1.094246,1.641369,-1.220138
1,48,1.072053,1.608079,-1.222485
1,49,1.099306,1.648958,-1.241403
1,50,1.082356,1.623534,-1.176459
1,51,1.094282,1.641423,-1.204273
1,52,1.104441,1.656661,-1.242271
1,53,1.102058,1.653087,-1.231021
1,54,1.112338,1.668507,-1.256431
1,55,1.094257,1.641386,-1.225737
1,56,1.100809,1.651214,-1.222611
1,57,1.101070,1.651605,-1.266318
1,58,1.091764,1.637645,-1.238553
1,59,1.110891,1.666337,-1.266212
1,60,1.102494,1.653741,-1.244986
1,61,1.069552,1.604328,-1.194245
1,62,1.102101,1.653151,-1.227484
1,63,1.089020,1.633530,-1.177965
1,64,1.102767,1.654151,-1.234287
1,65,1.109748,1.664621,-1.271346
1,66,1.118476,1.677714,-1.300269
1,67,1.099940,1.649911,-1.258703
1,68,1.108198,1.662297,-1.250322
1,69,1.118414,1.677621,-1.262141
1,70,1.086584,1.629876,-1.180953
1,71,1.118858,1.678287,-1.291642
1,72,1.091847,1.637771,-1.215654
1,73,1.108340,1.662510,-1.244458
1,74,1.086012,1.629018,-1.213481
1,75,1.060731,1.591097,-1.152843
1,76,1.091771,1.637656,-1.236256
1,77,1.115184,1.672776,-1.296704
1,78,1.115673,1.673510,-1.327136
1,79,1.124272,1.686408,-1.313816
1,80,1.103721,1.655582,-1.293279
1,81,1.126569,1.689853,-1.336752
1,82,1.097569,1.646354,-1.282936
1,83,1.092052,1.638079,-1.245441
1,84,1.101263,1.651894,-1.224123
1,85,1.093930,1.640896,-1.212744
1,86,1.094067,1.641101,-1.180820
1,87,1.086526,1.629789,-1.191546
1,88,1.118386,1.677579,-1.259263
1,89,1.088158,1.632237,-1.197609
1,90,1.087746,1.631620,-1.233294
1,91,1.082298,1.623447,-1.215651
1,92,1.069688,1.604532,-1.210246
1,93,1.119120,1.678680,-1.284398
1,94,1.108657,1.662986,-1.245852
1,95,1.094386,1.641579,-1.224132
1,96,1.111045,1.666567,-1.262562
1,97,1.068197,1.602296,-1.204784
1,98,1.106847,1.660271,-1.275900
1,99,1.076205,1.614308,-1.190535
1,100,1.107348,1.661022,-1.250300
1,101,1.093819,1.640729,-1.223401
1,102,1.082628,1.623943,-1.216379
1,103,1.114660,1.671990,-1.294242
1,104,1.095400,1.643100,-1.264897
1,105,1.101022,1.651533,-1.264187
1,106,1.121122,1.681684,-1.330540
1,107,1.063604,1.595406,-1.217980
1,108,1.123695,1.685543,-1.338432
1,109,1.087326,1.630989,-1.273674
1,110,1.071311,1.606966,-1.227420
1,111,1.116990,1.675485,-1.298623
1,112,1.104256,1.656384,-1.254516
1,113,1.084299,1.626448,-1.224536
1,114,1.114204,1.671306,-1.249474
1,115,1.082775,1.624163,-1.205612
1,116,1.115887,1.673830,-1.272237
1,117,1.091121,1.636682,-1.268475
1,118,1.094904,1.642356,-1.283486
1,119,1.079649,1.619473,-1.220641
1,120,1.081705,1.622558,-1.181954
1,121,1.084860,1.627289,-1.190190
1,122,1.095272,1.642908,-1.232129
1,123,1.101563,1.652344,-1.228238
1,124,1.092504,1.638756,-1.211531
1,125,1.109454,1.664180,-1.250147
1,126,1.091499,1.637249,-1.256749
1,127,1.096807,1.645211,-1.214179
1,128,1.097438,1.646157,-1.198902
1,129,1.078226,1.617339,-1.176695
1,130,1.097117,1.645676,-1.234643
1,131,1.102337,1.653506,-1.256128
1,132,1.090650,1.635975,-1.218144
1,133,1.092334,1.638501,-1.239966
1,134,1.067316,1.600974,-1.159759
1,135,1.093267,1.639900,-1.198882
1,136,1.083504,1.625256,-1.178158
1,137,1.097284,1.645926,-1.231242
1,138,1.058369,1.587554,-1.156132
1,139,1.108079,1.662118,-1.237466
1,140,1.097173,1.645759,-1.201146
1,141,1.084621,1.626931,-1.175537
1,142,1.096033,1.644050,-1.186322
1,143,1.093085,1.639627,-1.201450
1,144,1.107712,1.661568,-1.226851
1,145,1.100146,1.650220,-1.246462
1,146,1.085638,1.628458,-1.193762
1,147,1.105379,1.658068,-1.255944
1,148,1.111426,1.667138,-1.270797
1,149,1.079084,1.618626,-1.225151
1,150,1.117352,1.676027,-1.279812
1,151,1.106209,1.659314,-1.239513
1,152,1.075749,1.613624,-1.200085
1,153,1.089990,1.634985,-1.215343
1,154,1.102785,1.654178,-1.251255
1,155,1.112175,1.668262,-1.282253
1,156,1.096903,1.645354,-1.236178
1,157,1.095728,1.643592,-1.240920
1,158,1.108546,1.662820,-1.254125
1,159,1.096214,1.644321,-1.226571
1,160,1.084858,1.627287,-1.176448
1,161,1.089386,1.634079,-1.196876
1,162,1.073426,1.610139,-1.158392
1,163,1.096007,1.644010,-1.198891
1,164,1.098143,1.647215,-1.203195
1,165,1.105293,1.657939,-1.222970
1,166,1.087591,1.631387,-1.199868
1,167,1.097767,1.646651,-1.241167
1,168,1.102868,1.654301,-1.269380
1,169,1.118296,1.677443,-1.318728
1,170,1.102784,1.654176,-1.268669
1,171,1.084332,1.626498,-1.221688
1,172,1.105229,1.657844,-1.237361
1,173,1.115273,1.672909,-1.276051
1,174,1.104713,1.657070,-1.270528
1,175,1.093660,1.640490,-1.261369
1,176,1.105229,1.657843,-1.284670
1,177,1.105529,1.658293,-1.279458
1,178,1.108447,1.662671,-1.293648
1,179,1.096634,1.644951,-1.275927
1,180,1.106291,1.659436,-1.280912
1,181,1.103936,1.655904,-1.274292
1,182,1.071704,1.607557,-1.231984
1,183,1.099075,1.648613,-1.230153
1,184,1.082839,1.624259,-1.188886
1,185,1.096789,1.645184,-1.207120
1,186,1.087061,1.630592,-1.209523
1,187,1.090781,1.636172,-1.224642
1,188,1.081927,1.622890,-1.201569
1,189,1.097842,1.646764,-1.262021
1,190,1.099444,1.649166,-1.232406
1,191,1.098287,1.647431,-1.229609
1,192,1.092370,1.638555,-1.181719
1,193,1.084941,1.627411,-1.165652
1,194,1.103126,1.654688,-1.202988
1,195,1.086954,1.630431,-1.167975
1,196,1.095921,1.643882,-1.221353
1,197,1.066398,1.599597,-1.187242
1,198,1.077619,1.616428,-1.217305
1,199,1.091039,1.636558,-1.218140
1,200,1.084996,1.627494,-1.228352
1,201,1.085090,1.627635,-1.182769
1,202,1.083963,1.625944,-1.210669
1,203,1.099045,1.648567,-1.246195
1,204,1.070965,1.606447,-1.214674
1,205,1.110318,1.665477,-1.270264
1,206,1.096361,1.644542,-1.274821
1,207,1.092584,1.638875,-1.259353
1,208,1.070791,1.606187,-1.198919
1,209,1.105607,1.658410,-1.246049
1,210,1.100782,1.651174,-1.244633
1,211,1.080029,1.620044,-1.222595
1,212,1.095744,1.643616,-1.243274
1,213,1.073370,1.610055,-1.217056
1,214,1.093732,1.640598,-1.221178
1,215,1.107723,1.661585,-1.198835
1,216,1.090939,1.636408,-1.158929
1,217,1.062451,1.593676,-1.146821
1,218,1.096441,1.644662,-1.217403
1,219,1.076305,1.614458,-1.176815
1,220,1.095693,1.643539,-1.218868
1,221,1.073708,1.610561,-1.163464
1,222,1.107855,1.661782,-1.218394
1,223,1.104316,1.656475,-1.217170
1,224,1.067253,1.600879,-1.147407
1,225,1.078612,1.617918,-1.144910
1,226,1.089257,1.633885,-1.140723
1,227,1.099375,1.649062,-1.145876
1,228,1.106636,1.659953,-1.193353
1,229,1.083241,1.624862,-1.187757
1,230,1.097386,1.646079,-1.211592
1,231,1.101967,1.652951,-1.239117
1,232,1.084028,1.626042,-1.205654
1,233,1.092898,1.639346,-1.225561
1,234,1.094778,1.642167,-1.244687
1,235,1.084942,1.627413,-1.220314
1,236,1.083656,1.625484,-1.182510
1,237,1.102821,1.654232,-1.247875
1,238,1.095038,1.642558,-1.226362
1,239,1.106280,1.659420,-1.273574
1,240,1.065857,1.598786,-1.166303
1,241,1.074577,1.611865,-1.194386
1,242,1.088963,1.633445,-1.199784
1,243,1.064848,1.597272,-1.141692
1,244,1.071311,1.606967,-1.176268
1,245,1.087706,1.631559,-1.204139
1,246,1.092759,1.639138,-1.217720
1,247,1.079037,1.618556,-1.250475
1,248,1.107388,1.661082,-1.276390
1,249,1.104018,1.656027,-1.235151
1,250,1.121307,1.681960,-1.270583
1,251,1.090772,1.636158,-1.211687
1,252,1.115448,1.673172,-1.255361
1,253,1.086795,1.630192,-1.189976
1,254,1.077552,1.616328,-1.137071
1,255,1.088040,1.632061,-1.159711
1,256,1.093949,1.640923,-1.196778
1,257,1.100467,1.650701,-1.229435
1,258,1.088414,1.632620,-1.207578
1,259,1.103473,1.655209,-1.230325
1,260,1.115802,1.673703,-1.257802
1,261,1.086618,1.629926,-1.240266
1,262,1.107949,1.661924,-1.291645
1,263,1.085505,1.628257,-1.228677
1,264,1.093959,1.640939,-1.256859
1,265,1.108896,1.663344,-1.285438
1,266,1.079253,1.618880,-1.221773
1,267,1.084612,1.626918,-1.225964
1,268,1.115165,1.672748,-1.249605
1,269,1.074529,1.611794,-1.155127
1,270,1.086395,1.629593,-1.159721
1,271,1.086612,1.629918,-1.156982
1,272,1.086945,1.630417,-1.184481
1,273,1.082650,1.623975,-1.224937
1,274,1.098773,1.648159,-1.225284
1,275,1.105440,1.658161,-1.254785
1,276,1.085213,1.627819,-1.211524
1,277,1.116065,1.674097,-1.251086
1,278,1.069809,1.604713,-1.155697
1,279,1.115938,1.673907,-1.260904
1,280,1.105313,1.657969,-1.224812
1,281,1.082529,1.623793,-1.176798
1,282,1.115751,1.673627,-1.250339
1,283,1.067831,1.601747,-1.201064
1,284,1.103136,1.654704,-1.286350
1,285,1.107971,1.661957,-1.319842
1,286,1.107967,1.661951,-1.323313
1,287,1.084887,1.627331,-1.249538
1,288,1.098846,1.648270,-1.293699
1,289,1.103986,1.655978,-1.281336
1,290,1.090912,1.636368,-1.246780
1,291,1.103143,1.654714,-1.269561
1,292,1.117533,1.676300,-1.285233
1,293,1.086421,1.629631,-1.225092
1,294,1.120282,1.680422,-1.275982
1,295,1.107952,1.661929,-1.287854
1,296,1.093553,1.640329,-1.253174
1,297,1.106014,1.659022,-1.279476
1,298,1.092429,1.638643,-1.209118
1,299,1.121072,1.681608,-1.237147
1,300,1.094538,1.641808,-1.217178
1,301,1.082840,1.624259,-1.186211
1,302,1.095129,1.642694,-1.194917
1,303,1.101473,1.652210,-1.253548
1,304,1.057656,1.586483,-1.202225
1,305,1.081632,1.622448,-1.218411
1,306,1.083806,1.625708,-1.224912
1,307,1.094346,1.641520,-1.250460
1,308,1.096392,1.644589,-1.230364
1,309,1.105236,1.657854,-1.252714
1,310,1.117401,1.676101,-1.261228
1,311,1.098994,1.648492,-1.273605
1,312,1.103189,1.654783,-1.270315
1,313,1.102970,1.654455,-1.243273
1,314,1.098064,1.647096,-1.249109
1,315,1.096653,1.644979,-1.246576
1,316,1.098435,1.647653,-1.269009
1,317,1.090710,1.636065,-1.286474
1,318,1.112394,1.668591,-1.293222
1,319,1.102242,1.653363,-1.287853
1,320,1.073622,1.610433,-1.237950
1,321,1.105177,1.657765,-1.288952
1,322,1.124287,1.686430,-1.307528
1,323,1.083196,1.624794,-1.212478
1,324,1.089072,1.633608,-1.251920
1,325,1.085108,1.627662,-1.250503
1,326,1.113640,1.670461,-1.283108
1,327,1.105847,1.658771,-1.277078
1,328,1.105885,1.658828,-1.270094
1,329,1.051758,1.577637,-1.226930
1,330,1.112279,1.668419,-1.361344
1,331,1.095184,1.642776,-1.312454
1,332,1.137532,1.706298,-1.389477
1,333,1.090753,1.636129,-1.292564
1,334,1.081530,1.622296,-1.248541
1,335,1.098752,1.648129,-1.237403
1,336,1.123326,1.684989,-1.289119
1,337,1.098255,1.647382,-1.273933
1,338,1.064739,1.597108,-1.212629
1,339,1.114573,1.671860,-1.273951
1,340,1.104555,1.656833,-1.266184
1,341,1.097357,1.646036,-1.267842
1,342,1.114655,1.671982,-1.287963
1,343,1.089010,1.633515,-1.225489
1,344,1.115929,1.673894,-1.266153
1,345,1.111126,1.666690,-1.238548
1,346,1.108703,1.663055,-1.284924
1,347,1.111913,1.667869,-1.306733
1,348,1.103797,1.655696,-1.274917
1,349,1.112412,1.668619,-1.274461
1,350,1.117924,1.676885,-1.259629
1,351,1.101948,1.652923,-1.244272
1,352,1.090546,1.635819,-1.188683
1,353,1.073263,1.609894,-1.165869
1,354,1.072924,1.609385,-1.191474
1,355,1.088292,1.632438,-1.193431
1,356,1.079890,1.619835,-1.158607
1,357,1.089472,1.634208,-1.183681
1,358,1.117346,1.676019,-1.252197
1,359,1.072318,1.608476,-1.147833
1,360,1.083976,1.625964,-1.222215
1,361,1.108161,1.662241,-1.272093
1,362,1.086556,1.629834,-1.191453
1,363,1.105025,1.657538,-1.248598
1,364,1.107411,1.661117,-1.252714
1,365,1.075714,1.613571,-1.208342
1,366,1.118661,1.677992,-1.288426
1,367,1.088330,1.632496,-1.212864
1,368,1.092665,1.638998,-1.201720
1,369,1.096130,1.644195,-1.213688
1,370,1.081015,1.621522,-1.184413
1,371,1.111109,1.666663,-1.233941
1,372,1.108370,1.662554,-1.252156
1,373,1.098940,1.648411,-1.247723
1,374,1.103564,1.655346,-1.264433
1,375,1.095712,1.643567,-1.240259
1,376,1.092662,1.638993,-1.236117
1,377,1.098657,1.647986,-1.253290
1,378,1.106188,1.659282,-1.283676
1,379,1.109827,1.664741,-1.292397
1,380,1.102303,1.653455,-1.245056
1,381,1.115049,1.672573,-1.293871
1,382,1.100159,1.650239,-1.257476
1,383,1.113034,1.669551,-1.240796
1,384,1.119625,1.679438,-1.277194
1,385,1.112979,1.669468,-1.276853
1,386,1.104806,1.657209,-1.271874
1,387,1.095317,1.642975,-1.236674
1,388,1.101088,1.651632,-1.213055
1,389,1.103898,1.655847,-1.223494
1,390,1.097520,1.646281,-1.247950
1,391,1.087168,1.630752,-1.241398
1,392,1.105833,1.658749,-1.273129
1,393,1.115015,1.672522,-1.309816
1,394,1.116369,1.674554,-1.289398
1,395,1.089378,1.634066,-1.254585
1,396,1.101143,1.651715,-1.282446
1,397,1.087434,1.631151,-1.209320
1,398,1.115370,1.673055,-1.261952
1,399,1.104800,1.657200,-1.278066
1,400,1.093760,1.640640,-1.212430
1,401,1.112570,1.668855,-1.251396
1,402,1.100937,1.651406,-1.243264
1,403,1.102849,1.654273,-1.229363
1,404,1.100793,1.651189,-1.242784
1,405,1.099868,1.649802,-1.292665
1,406,1.120127,1.680191,-1.301583
1,407,1.078691,1.618037,-1.242832
1,408,1.120526,1.680788,-1.286158
1,409,1.089294,1.633941,-1.219041
1,410,1.110516,1.665774,-1.244783
1,411,1.093190,1.639785,-1.208688
1,412,1.117468,1.676202,-1.260942
1,413,1.109042,1.663562,-1.263831
1,414,1.095096,1.642644,-1.207272
1,415,1.110719,1.666078,-1.251011
1,416,1.080392,1.620588,-1.195140
1,417,1.107418,1.661127,-1.209593
1,418,1.112350,1.668525,-1.249578
1,419,1.102150,1.653225,-1.286075
1,420,1.098858,1.648287,-1.288340
1,421,1.132547,1.698820,-1.331775
1,422,1.070228,1.605343,-1.191959
1,423,1.102573,1.653860,-1.227075
1,424,1.095389,1.643083,-1.217407
1,425,1.106196,1.659293,-1.249383
1,426,1.110720,1.666080,-1.261955
1,427,1.079860,1.619790,-1.192422
1,428,1.110531,1.665797,-1.245792
1,429,1.078943,1.618415,-1.174970
1,430,1.100151,1.650227,-1.213994
1,431,1.086276,1.629414,-1.194408
1,432,1.106665,1.659997,-1.260631
1,433,1.086199,1.629298,-1.243371
1,434,1.066946,1.600419,-1.154491
1,435,1.111364,1.667045,-1.243487
1,436,1.085679,1.628519,-1.168280
1,437,1.098808,1.648212,-1.227830
1,438,1.084848,1.627272,-1.226518
1,439,1.125249,1.687873,-1.283849
1,440,1.115543,1.673315,-1.274978
1,441,1.084499,1.626748,-1.211943
1,442,1.098217,1.647326,-1.226539
1,443,1.096030,1.644044,-1.231762
1,444,1.084984,1.627476,-1.208306
1,445,1.112338,1.668506,-1.222995
1,446,1.098281,1.647422,-1.194275
1,447,1.091444,1.637166,-1.222628
1,448,1.114306,1.671460,-1.217910
1,449,1.122546,1.683819,-1.259148
1,450,1.088222,1.632333,-1.211080
1,451,1.101452,1.652178,-1.236980
1,452,1.109661,1.664492,-1.222817
1,453,1.075021,1.612532,-1.154124
1,454,1.096562,1.644844,-1.174427
1,455,1.086335,1.629503,-1.179247
1,456,1.094062,1.641094,-1.201203
1,457,1.088612,1.632918,-1.186421
1,458,1.084846,1.627269,-1.181247
1,459,1.090567,1.635851,-1.198457
1,460,1.078758,1.618136,-1.154823
1,461,1.101336,1.652005,-1.181630
1,462,1.106988,1.660482,-1.154198
1,463,1.094315,1.641473,-1.151896
1,464,1.104927,1.657390,-1.158324
1,465,1.115187,1.672780,-1.203689
1,466,1.062635,1.593953,-1.158060
1,467,1.109939,1.664909,-1.311148
1,468,1.100038,1.650058,-1.239247
1,469,1.097130,1.645695,-1.261612
1,470,1.116000,1.673999,-1.256610
1,471,1.090184,1.635276,-1.170774
1,472,1.096058,1.644088,-1.198030
1,473,1.073518,1.610277,-1.165066
1,474,1.115024,1.672536,-1.240431
1,475,1.083551,1.625327,-1.221811
1,476,1.082085,1.623127,-1.203417
1,477,1.111996,1.667994,-1.212182
1,478,1.109969,1.664954,-1.218744
1,479,1.093358,1.640038,-1.240095
1,480,1.092776,1.639163,-1.238311
1,481,1.105002,1.657504,-1.266873
1,482,1.108633,1.662949,-1.266076
1,483,1.092679,1.639018,-1.242502
1,484,1.099512,1.649268,-1.252922
1,485,1.108373,1.662559,-1.259847
1,486,1.110272,1.665408,-1.276056
1,487,1.123117,1.684676,-1.268215
1,488,1.097885,1.646827,-1.227705
1,489,1.101744,1.652616,-1.256534
1,490,1.113757,1.670636,-1.280411
1,491,1.085842,1.628764,-1.241994
1,492,1.086613,1.629919,-1.216096
1,493,1.122917,1.684375,-1.283389
1,494,1.117096,1.675644,-1.238028
1,495,1.104360,1.656540,-1.222640
1,496,1.091910,1.637864,-1.191680
1,497,1.116691,1.675036,-1.232149
1,498,1.096150,1.644224,-1.158068
1,499,1.099853,1.649780,-1.174792
1,500,1.077980,1.616970,-1.145097
1,501,1.092497,1.638745,-1.163686
1,502,1.112615,1.668923,-1.216232
1,503,1.104536,1.656805,-1.263484
1,504,1.103887,1.655830,-1.288065
1,505,1.118942,1.678413,-1.301172
1,506,1.106729,1.660094,-1.276866
1,507,1.132638,1.698957,-1.318578
1,508,1.111128,1.666693,-1.275944
1,509,1.130397,1.695595,-1.304656
1,510,1.095844,1.643766,-1.235368
1,511,1.095246,1.642869,-1.231787
1,512,1.104431,1.656646,-1.272646
1,513,1.082850,1.624275,-1.226654
1,514,1.108937,1.663405,-1.259250
1,515,1.106807,1.660210,-1.265815
1,516,1.087554,1.631331,-1.214089
1,517,1.123127,1.684691,-1.289352
1,518,1.099517,1.649276,-1.224171
1,519,1.124443,1.686664,-1.314537
1,520,1.115018,1.672527,-1.271273
1,521,1.110111,1.665166,-1.273615
1,522,1.095009,1.642514,-1.257277
1,523,1.088376,1.632564,-1.236801
1,524,1.113645,1.670467,-1.291619
1,525,1.123857,1.685786,-1.296904
1,526,1.108009,1.662013,-1.263178
1,527,1.093242,1.639863,-1.224854
1,528,1.134122,1.701184,-1.289742
1,529,1.111377,1.667066,-1.238525
1,530,1.099159,1.648739,-1.210548
1,531,1.081609,1.622414,-1.133732
1,532,1.111125,1.666688,-1.194643
1,533,1.098227,1.647340,-1.156590
1,534,1.088743,1.633114,-1.155489
1,535,1.116787,1.675180,-1.217618
1,536,1.082478,1.623717,-1.205822
1,537,1.099841,1.649762,-1.287345
1,538,1.131078,1.696617,-1.370027
1,539,1.108722,1.663083,-1.300751
1,540,1.127796,1.691693,-1.318486
1,541,1.101084,1.651627,-1.219039
1,542,1.112594,1.668891,-1.265715
1,543,1.066065,1.599098,-1.147098
1,544,1.112396,1.668594,-1.226070
1,545,1.085577,1.628365,-1.192537
1,546,1.116556,1.674834,-1.235743
1,547,1.097515,1.646273,-1.186524
1,548,1.113674,1.670512,-1.231182
1,549,1.097857,1.646786,-1.221019
1,550,1.095720,1.643581,-1.221046
1,551,1.113699,1.670548,-1.274896
1,552,1.106205,1.659307,-1.244922
1,553,1.124574,1.686862,-1.272515
1,554,1.090522,1.635782,-1.198084
1,555,1.091319,1.636979,-1.205878
1,556,1.106986,1.660479,-1.232734
1,557,1.110263,1.665394,-1.243425
1,558,1.118033,1.677049,-1.263872
1,559,1.119054,1.678580,-1.272135
1,560,1.113105,1.669657,-1.278838
1,561,1.091159,1.636739,-1.236191
1,562,1.114881,1.672322,-1.268982
1,563,1.113676,1.670515,-1.267509
1,564,1.132466,1.698699,-1.272195
1,565,1.110634,1.665951,-1.246153
1,566,1.122167,1.683250,-1.286024
1,567,1.114368,1.671552,-1.307301
1,568,1.088544,1.632815,-1.238835
1,569,1.091187,1.636780,-1.235865
1,570,1.126059,1.689089,-1.295030
1,571,1.121342,1.682013,-1.271679
1,572,1.134776,1.702163,-1.315553
1,573,1.094733,1.642100,-1.238196
