time,prey,pred
0.000000,800,600
0.000256,800,599
0.000596,800,598
0.000673,801,598
0.000795,800,599
0.001296,801,599
0.001301,801,598
0.001310,800,599
0.001394,799,600
0.001627,798,601
0.001738,797,602
0.001763,796,603
0.002040,796,602
0.002169,796,601
0.002292,796,600
0.002307,796,599
0.002386,796,598
0.002403,795,599
0.002554,794,600
0.002557,795,600
0.002567,795,599
0.002743,794,600
0.002763,795,600
0.002794,795,599
0.002806,796,599
0.002852,795,600
0.002901,794,601
0.002943,795,601
0.003091,794,602
0.003142,793,603
0.003300,792,604
0.003451,791,605
0.003455,790,606
0.003500,790,605
0.003562,789,606
0.003614,789,605
0.003719,789,604
0.003753,789,603
0.003910,789,602
0.003946,788,603
0.004137,787,604
0.004248,788,604
0.004438,787,605
0.004484,788,605
0.004495,787,606
0.004499,786,607
0.004511,787,607
0.004617,788,607
0.004635,788,606
0.004881,787,607
0.004909,786,608
0.005014,786,607
0.005047,785,608
0.005089,786,608
0.005156,787,608
0.005199,787,607
0.005203,786,608
0.005268,785,609
0.005427,784,610
0.005451,783,611
0.005519,784,611
0.005650,783,612
0.005779,783,611
0.005893,782,612
0.005914,781,613
0.006006,781,612
0.006046,780,613
0.006302,779,614
0.006444,780,614
0.007117,781,614
0.007142,782,614
0.007248,781,615
0.007253,781,614
0.007306,781,613
0.007578,781,612
0.007598,780,613
0.007633,779,614
0.007722,778,615
0.007734,779,615
0.007851,780,615
0.007862,779,616
0.007869,780,616
0.007948,779,617
0.007984,778,618
0.007990,777,619
0.008006,778,619
0.008107,779,619
0.008117,778,620
0.008210,777,621
0.008298,778,621
0.008462,777,622
0.008526,777,621
0.008795,777,620
0.008820,776,621
0.008884,777,621
0.009046,777,620
0.009128,776,621
0.009143,775,622
0.009176,775,621
0.009285,774,622
0.009326,774,621
0.009368,773,622
0.009683,772,623
0.009817,771,624
0.010134,771,623
0.010180,771,622
0.010391,772,622
0.010428,772,621
0.010504,772,620
0.010570,773,620
0.010606,773,619
0.010820,774,619
0.010845,775,619
