realization,sample,temperature,kin_energy,pot_energy
1,1,0.987449,1.481174,-0.481921
1,2,1.015355,1.523033,-0.623039
1,3,1.055132,1.582699,-0.772707
1,4,1.094830,1.642245,-0.887399
1,5,1.163704,1.745557,-1.027719
1,6,1.183227,1.774840,-1.095052
1,7,1.176545,1.764817,-1.085384
1,8,1.219007,1.828510,-1.174596
1,9,1.232532,1.848798,-1.224031
1,10,1.241275,1.861913,-1.252842
1,11,1.240639,1.860959,-1.252083
1,12,1.265171,1.897756,-1.287962
1,13,1.257177,1.885765,-1.280280
1,14,1.249283,1.873924,-1.275198
1,15,1.262496,1.893744,-1.313634
1,16,1.259414,1.889121,-1.309197
1,17,1.281181,1.921771,-1.345997
1,18,1.279732,1.919598,-1.335093
1,19,1.259144,1.888717,-1.289589
1,20,1.243676,1.865514,-1.271077
1,21,1.262956,1.894434,-1.296543
1,22,1.221397,1.832096,-1.218167
1,23,1.260036,1.890055,-1.274875
1,24,1.255384,1.883076,-1.260111
1,25,1.253694,1.880541,-1.260314
1,26,1.265717,1.898576,-1.293145
1,27,1.285005,1.927508,-1.323389
1,28,1.216457,1.824685,-1.208854
1,29,1.200805,1.801208,-1.184803
1,30,1.207917,1.811876,-1.201543
1,31,1.224087,1.836131,-1.224465
1,32,1.236749,1.855123,-1.243049
1,33,1.231428,1.847141,-1.233360
1,34,1.243667,1.865500,-1.256206
1,35,1.241656,1.862484,-1.243759
1,36,1.257811,1.886717,-1.278066
1,37,1.245726,1.868589,-1.249679
1,38,1.237982,1.856973,-1.246374
1,39,1.273226,1.909839,-1.331285
1,40,1.251539,1.877308,-1.288640
1,41,1.269037,1.903555,-1.339834
1,42,1.288329,1.932494,-1.363808
1,43,1.292755,1.939132,-1.378064
1,44,1.288505,1.932758,-1.355907
1,45,1.270994,1.906491,-1.331017
1,46,1.285667,1.928500,-1.342066
1,47,1.273260,1.909889,-1.331257
1,48,1.292865,1.939297,-1.369000
1,49,1.298152,1.947228,-1.378540
1,50,1.262941,1.894412,-1.342326
1,51,1.279662,1.919492,-1.342605
1,52,1.249744,1.874616,-1.306987
1,53,1.289121,1.933682,-1.363768
1,54,1.250875,1.876312,-1.282209
1,55,1.261316,1.891973,-1.307295
1,56,1.267605,1.901407,-1.327977
1,57,1.252079,1.878119,-1.303225
1,58,1.240033,1.860050,-1.279306
1,59,1.261876,1.892814,-1.296908
1,60,1.264535,1.896803,-1.290067
1,61,1.264268,1.896402,-1.297685
1,62,1.296088,1.944132,-1.342203
1,63,1.202299,1.803448,-1.196330
1,64,1.290765,1.936148,-1.343789
1,65,1.264803,1.897205,-1.299237
1,66,1.259381,1.889072,-1.301266
1,67,1.305230,1.957845,-1.390765
1,68,1.268338,1.902508,-1.340800
1,69,1.269949,1.904924,-1.343963
1,70,1.300530,1.950795,-1.413909
1,71,1.289846,1.934769,-1.386823
1,72,1.314805,1.972207,-1.406387
1,73,1.274034,1.911051,-1.341498
1,74,1.335500,2.003250,-1.414532
1,75,1.301029,1.951544,-1.380339
1,76,1.301552,1.952328,-1.375908
1,77,1.275115,1.912673,-1.336480
1,78,1.251206,1.876809,-1.298912
1,79,1.247413,1.871119,-1.295863
1,80,1.284695,1.927043,-1.370124
1,81,1.271049,1.906574,-1.329181
1,82,1.278611,1.917916,-1.343534
1,83,1.266267,1.899401,-1.329252
1,84,1.274559,1.911839,-1.345029
1,85,1.281341,1.922011,-1.366598
1,86,1.268091,1.902136,-1.346943
1,87,1.280658,1.920987,-1.378674
1,88,1.322132,1.983198,-1.444351
1,89,1.287701,1.931552,-1.411337
1,90,1.294081,1.941121,-1.418682
1,91,1.304518,1.956778,-1.447178
1,92,1.310337,1.965506,-1.440188
1,93,1.335270,2.002905,-1.489793
1,94,1.346945,2.020417,-1.497828
1,95,1.333331,1.999996,-1.498434
1,96,1.307490,1.961235,-1.450797
1,97,1.319799,1.979699,-1.452751
1,98,1.311028,1.966542,-1.438427
1,99,1.323430,1.985145,-1.435991
1,100,1.300158,1.950237,-1.385306
1,101,1.283942,1.925913,-1.369267
1,102,1.249322,1.873983,-1.327090
1,103,1.303032,1.954548,-1.406854
