realization,sample,temperature,kin_energy,pot_energy
1,1,0.967239,1.450859,-0.987307
1,2,0.967239,1.450859,-0.987307
1,3,0.939724,1.409586,-1.011339
1,4,0.922366,1.383549,-1.070431
1,5,0.904547,1.356821,-1.037925
1,6,0.933371,1.400056,-1.116922
1,7,0.904278,1.356416,-1.092781
1,8,0.923273,1.384910,-1.122436
1,9,0.928439,1.392658,-1.149450
1,10,0.933443,1.400164,-1.137097
1,11,0.914942,1.372414,-1.118816
1,12,0.933013,1.399519,-1.125877
1,13,0.945455,1.418183,-1.104530
1,14,0.916077,1.374115,-1.090484
1,15,0.925301,1.387952,-1.139228
1,16,0.941660,1.412491,-1.159038
1,17,0.922476,1.383713,-1.130293
1,18,0.929949,1.394923,-1.131661
1,19,0.938003,1.407004,-1.123468
1,20,0.932023,1.398034,-1.099661
1,21,0.921451,1.382177,-1.093436
1,22,0.918964,1.378446,-1.120228
1,23,0.922652,1.383978,-1.175309
1,24,0.906610,1.359915,-1.166670
1,25,0.918577,1.377866,-1.114482
1,26,0.928874,1.393311,-1.074538
1,27,0.912856,1.369283,-1.100602
1,28,0.937988,1.406982,-1.123490
1,29,0.930822,1.396233,-1.112615
1,30,0.949414,1.424121,-1.130415
1,31,0.920025,1.380037,-1.081277
1,32,0.933267,1.399900,-1.121623
1,33,0.936957,1.405435,-1.137060
1,34,0.935817,1.403726,-1.125279
1,35,0.928138,1.392208,-1.138554
1,36,0.934070,1.401104,-1.157576
1,37,0.941788,1.412682,-1.174266
1,38,0.929385,1.394077,-1.135751
1,39,0.945999,1.418998,-1.155581
1,40,0.931880,1.397820,-1.139398
1,41,0.938762,1.408144,-1.109397
1,42,0.909249,1.363874,-1.130272
1,43,0.912980,1.369470,-1.181244
1,44,0.925353,1.388030,-1.159521
1,45,0.933160,1.399740,-1.136691
1,46,0.934923,1.402385,-1.148854
1,47,0.936749,1.405123,-1.146822
1,48,0.936386,1.404579,-1.116200
1,49,0.929207,1.393810,-1.085536
1,50,0.935789,1.403684,-1.135420
1,51,0.921684,1.382526,-1.119099
1,52,0.927165,1.390747,-1.092533
1,53,0.921135,1.381702,-1.088234
1,54,0.917764,1.376646,-1.088176
1,55,0.934999,1.402498,-1.119051
1,56,0.930329,1.395493,-1.127077
1,57,0.921554,1.382331,-1.149423
1,58,0.932896,1.399344,-1.120955
1,59,0.924036,1.386054,-1.133092
1,60,0.921147,1.381721,-1.153517
1,61,0.932865,1.399297,-1.151433
1,62,0.921389,1.382083,-1.103900
1,63,0.937956,1.406934,-1.128927
1,64,0.937713,1.406570,-1.133344
1,65,0.932870,1.399305,-1.150994
1,66,0.924977,1.387465,-1.124444
1,67,0.925890,1.388835,-1.115726
1,68,0.937692,1.406539,-1.148630
1,69,0.902263,1.353395,-1.125292
1,70,0.929274,1.393911,-1.105743
1,71,0.945129,1.417693,-1.099389
1,72,0.933524,1.400286,-1.122303
1,73,0.931126,1.396689,-1.153674
1,74,0.927575,1.391363,-1.148374
1,75,0.906342,1.359513,-1.121194
1,76,0.923320,1.384979,-1.076804
1,77,0.937468,1.406203,-1.092792
1,78,0.920232,1.380348,-1.127386
1,79,0.938314,1.407472,-1.139444
1,80,0.916007,1.374011,-1.100303
1,81,0.931529,1.397294,-1.118826
1,82,0.916604,1.374906,-1.111950
1,83,0.941503,1.412254,-1.164228
1,84,0.936129,1.404194,-1.151032
1,85,0.913934,1.370900,-1.132336
1,86,0.943354,1.415030,-1.136871
1,87,0.923019,1.384529,-1.136479
1,88,0.947258,1.420887,-1.102813
1,89,0.922969,1.384454,-1.071021
1,90,0.924644,1.386966,-1.063569
1,91,0.909003,1.363504,-1.080282
1,92,0.939927,1.409891,-1.186743
1,93,0.925841,1.388761,-1.155927
1,94,0.923220,1.384829,-1.131730
1,95,0.932888,1.399333,-1.121293
1,96,0.933938,1.400906,-1.077528
1,97,0.920993,1.381489,-1.083064
1,98,0.935919,1.403879,-1.130918
1,99,0.908236,1.362354,-1.098989
1,100,0.933850,1.400775,-1.097513
1,101,0.926461,1.389691,-1.086389
1,102,0.930770,1.396155,-1.118433
1,103,0.923571,1.385357,-1.126937
1,104,0.929310,1.393965,-1.156186
1,105,0.927982,1.391973,-1.174051
1,106,0.924309,1.386464,-1.123330
1,107,0.927175,1.390763,-1.117918
1,108,0.919728,1.379591,-1.096247
1,109,0.923697,1.385546,-1.082249
1,110,0.938621,1.407932,-1.074886
1,111,0.935106,1.402659,-1.094528
1,112,0.913184,1.369775,-1.126534
1,113,0.924342,1.386513,-1.123594
1,114,0.930767,1.396151,-1.067569
1,115,0.917147,1.375720,-1.062563
1,116,0.933894,1.400842,-1.102555
1,117,0.948470,1.422704,-1.129517
1,118,0.941807,1.412711,-1.164568
1,119,0.925291,1.387936,-1.179631
1,120,0.936910,1.405364,-1.172229
1,121,0.920441,1.380661,-1.127352
1,122,0.915442,1.373163,-1.114897
1,123,0.934820,1.402230,-1.164167
1,124,0.922958,1.384437,-1.161403
1,125,0.926926,1.390389,-1.152228
1,126,0.939779,1.409669,-1.126368
1,127,0.932413,1.398619,-1.150496
1,128,0.932703,1.399054,-1.140942
1,129,0.936117,1.404175,-1.111062
1,130,0.929400,1.394100,-1.115912
1,131,0.926238,1.389357,-1.126582
1,132,0.912460,1.368690,-1.091012
1,133,0.939286,1.408928,-1.161182
1,134,0.926797,1.390196,-1.137722
1,135,0.931136,1.396704,-1.134127
1,136,0.944510,1.416766,-1.139132
1,137,0.934924,1.402385,-1.100291
1,138,0.920055,1.380082,-1.062250
1,139,0.918711,1.378067,-1.074511
1,140,0.934783,1.402174,-1.124389
1,141,0.903654,1.355481,-1.122635
1,142,0.927036,1.390555,-1.132868
1,143,0.889800,1.334701,-1.101574
1,144,0.929103,1.393654,-1.155863
1,145,0.911864,1.367796,-1.124752
1,146,0.935643,1.403464,-1.140541
1,147,0.950651,1.425977,-1.168233
1,148,0.911198,1.366797,-1.144068
1,149,0.930599,1.395899,-1.193010
1,150,0.929011,1.393517,-1.160455
1,151,0.942835,1.414252,-1.100981
1,152,0.933419,1.400128,-1.062052
1,153,0.916507,1.374760,-1.101524
1,154,0.924960,1.387441,-1.139249
1,155,0.912329,1.368494,-1.165650
1,156,0.934338,1.401507,-1.113412
1,157,0.923036,1.384555,-1.121375
1,158,0.921011,1.381517,-1.139273
1,159,0.938117,1.407176,-1.124322
1,160,0.925374,1.388061,-1.094830
1,161,0.915752,1.373629,-1.140574
1,162,0.934728,1.402092,-1.149350
1,163,0.940133,1.410199,-1.132245
1,164,0.932863,1.399295,-1.146486
1,165,0.926690,1.390035,-1.161883
1,166,0.937913,1.406869,-1.138843
1,167,0.929811,1.394716,-1.126596
1,168,0.914461,1.371692,-1.108898
1,169,0.913867,1.370801,-1.113031
1,170,0.948546,1.422819,-1.150004
1,171,0.932181,1.398272,-1.100106
1,172,0.926837,1.390256,-1.147405
1,173,0.936571,1.404857,-1.152180
1,174,0.921351,1.382027,-1.073961
1,175,0.908598,1.362896,-1.074851
1,176,0.928026,1.392040,-1.124348
1,177,0.910016,1.365024,-1.131874
1,178,0.923483,1.385224,-1.147566
1,179,0.941240,1.411860,-1.149008
1,180,0.925240,1.387860,-1.139948
1,181,0.928330,1.392495,-1.124631
1,182,0.924089,1.386134,-1.103234
1,183,0.927544,1.391316,-1.098406
1,184,0.934557,1.401836,-1.138926
1,185,0.909789,1.364683,-1.127130
1,186,0.906419,1.359628,-1.101609
1,187,0.930273,1.395409,-1.137867
1,188,0.931611,1.397417,-1.164741
1,189,0.924924,1.387386,-1.094400
1,190,0.899985,1.349977,-1.071779
1,191,0.944093,1.416140,-1.123462
1,192,0.942478,1.413718,-1.126136
1,193,0.942872,1.414307,-1.146764
1,194,0.919677,1.379515,-1.147101
1,195,0.920575,1.380863,-1.163127
1,196,0.938936,1.408404,-1.135813
1,197,0.938648,1.407972,-1.085347
1,198,0.937247,1.405870,-1.083334
1,199,0.922712,1.384068,-1.141378
1,200,0.937693,1.406539,-1.149077
1,201,0.940669,1.411004,-1.163348
1,202,0.907743,1.361614,-1.089161
1,203,0.945912,1.418868,-1.091299
1,204,0.920913,1.381369,-1.164231
1,205,0.910364,1.365547,-1.153420
1,206,0.917436,1.376155,-1.138762
1,207,0.941180,1.411770,-1.159329
