energy,magnet
-222,-14
-254,-10
-286,-50
-342,-96
-390,-100
-374,-122
-398,-100
-434,-154
-458,-152
-446,-162
-478,-188
-446,-176
-454,-206
-510,-250
-546,-290
-518,-260
-542,-274
-578,-302
-534,-280
-462,-246
-446,-222
-478,-250
-482,-272
-538,-282
-642,-352
-630,-352
-638,-356
-574,-326
-622,-344
-626,-326
-550,-320
-586,-326
-534,-308
-538,-324
-598,-320
-586,-336
-562,-322
-562,-324
-530,-316
-470,-272
-434,-244
-506,-228
-470,-208
-478,-220
-530,-240
-546,-244
-506,-242
-586,-296
-594,-308
-578,-324
-558,-286
-522,-282
-578,-308
-566,-304
-534,-294
-502,-276
-526,-294
-486,-270
-510,-294
-514,-300
-494,-284
-522,-286
-546,-308
-582,-330
-642,-358
-654,-366
-606,-350
-594,-328
-602,-340
-574,-328
-626,-348
-614,-330
-586,-334
-578,-308
-554,-284
-566,-246
-478,-172
-422,-184
-494,-226
-502,-228
-502,-198
-514,-196
-502,-202
-510,-190
-546,-230
-522,-244
-538,-300
-522,-298
-554,-322
-574,-328
-538,-308
-594,-334
-574,-332
-602,-334
-598,-334
-566,-330
-554,-302
-526,-298
-486,-264
-494,-256
-514,-258
-554,-280
-522,-258
-562,-256
-494,-220
-546,-256
-474,-240
-490,-222
-486,-248
-474,-216
-462,-208
-542,-262
-550,-278
-526,-288
-586,-336
-594,-336
-610,-342
-666,-362
-630,-354
-622,-350
-582,-312
-566,-312
-546,-286
-506,-300
-586,-332
-650,-360
-602,-342
-650,-366
-618,-344
-610,-342
-538,-310
-602,-320
-586,-318
-590,-330
-526,-296
-538,-310
-530,-298
-526,-292
-534,-318
-590,-328
-566,-334
-562,-324
-658,-364
-662,-364
-666,-362
-602,-344
-586,-314
-510,-284
-542,-290
-534,-288
-546,-324
-574,-332
-570,-334
-650,-368
-626,-356
-630,-348
-594,-332
-610,-344
-658,-360
-662,-368
-614,-342
-590,-340
-570,-324
-586,-318
-622,-340
-646,-356
-578,-320
-566,-312
-582,-310
-514,-288
-510,-268
-550,-266
-518,-242
-482,-248
-502,-280
-546,-312
-538,-314
-570,-304
-470,-282
