realization,sample,temperature,kin_energy,pot_energy
1,1,1.046368,1.569552,-2.039779
1,2,1.079545,1.619317,-2.087683
1,3,0.999117,1.498675,-1.966894
1,4,1.028571,1.542857,-2.012746
1,5,1.008786,1.513179,-1.983385
1,6,0.992505,1.488757,-1.956718
1,7,0.953495,1.430242,-1.896719
1,8,0.908193,1.362290,-1.828543
1,9,0.976515,1.464773,-1.929371
1,10,0.948632,1.422948,-1.886284
1,11,0.914640,1.371961,-1.834672
1,12,0.898257,1.347385,-1.809929
1,13,0.937970,1.406955,-1.868495
1,14,0.934423,1.401634,-1.865129
1,15,0.951202,1.426803,-1.889881
1,16,0.953700,1.430550,-1.893438
1,17,0.961127,1.441691,-1.903550
1,18,0.921463,1.382194,-1.843405
1,19,0.931937,1.397905,-1.858800
1,20,0.910866,1.366298,-1.826938
1,21,0.904478,1.356717,-1.817606
1,22,0.914599,1.371898,-1.834412
1,23,0.933591,1.400387,-1.862784
1,24,0.888476,1.332714,-1.796251
1,25,0.972332,1.458497,-1.923903
1,26,0.898705,1.348057,-1.812147
1,27,0.941261,1.411891,-1.873643
1,28,0.951870,1.427804,-1.890326
1,29,0.922497,1.383745,-1.846777
1,30,0.917156,1.375733,-1.837503
1,31,0.927766,1.391650,-1.853190
1,32,0.930110,1.395165,-1.857164
1,33,0.950616,1.425923,-1.885911
1,34,0.964575,1.446863,-1.908170
1,35,0.960894,1.441341,-1.903343
1,36,0.957000,1.435501,-1.899374
1,37,0.977968,1.466952,-1.933024
1,38,0.940698,1.411046,-1.877675
1,39,0.940331,1.410497,-1.876256
1,40,0.937094,1.405641,-1.868448
1,41,0.941895,1.412842,-1.874198
1,42,0.936873,1.405310,-1.868164
1,43,0.922293,1.383439,-1.846598
1,44,0.929128,1.393692,-1.858031
1,45,0.930005,1.395007,-1.858823
1,46,0.923543,1.385314,-1.849953
1,47,0.974456,1.461685,-1.927352
1,48,0.979492,1.469238,-1.934721
1,49,0.984081,1.476122,-1.941997
1,50,0.931164,1.396747,-1.861465
1,51,0.971089,1.456634,-1.921318
1,52,0.975682,1.463523,-1.926575
1,53,0.949301,1.423951,-1.884582
1,54,0.944719,1.417079,-1.878598
1,55,0.913094,1.369642,-1.827925
1,56,0.970277,1.455415,-1.915202
1,57,0.953949,1.430923,-1.890439
1,58,0.988235,1.482352,-1.943277
1,59,0.944507,1.416761,-1.878426
1,60,0.966699,1.450048,-1.911714
1,61,0.958045,1.437067,-1.899529
1,62,0.928606,1.392909,-1.855684
1,63,0.943345,1.415017,-1.876819
1,64,0.937186,1.405779,-1.866950
1,65,0.943008,1.414512,-1.875779
1,66,0.943709,1.415564,-1.876258
1,67,0.935943,1.403914,-1.863184
1,68,0.924303,1.386455,-1.843910
1,69,0.894286,1.341429,-1.796999
1,70,0.924891,1.387336,-1.844452
1,71,0.907746,1.361619,-1.818416
1,72,0.889084,1.333626,-1.790912
1,73,0.913982,1.370972,-1.828801
1,74,0.942480,1.413719,-1.870863
1,75,0.950438,1.425657,-1.884300
1,76,0.908286,1.362429,-1.820633
1,77,0.920670,1.381005,-1.840934
1,78,0.900426,1.350639,-1.808927
1,79,0.869893,1.304839,-1.763385
1,80,0.916491,1.374737,-1.834266
1,81,0.889058,1.333587,-1.793413
1,82,0.899798,1.349697,-1.807515
1,83,0.901431,1.352147,-1.812083
1,84,0.902922,1.354382,-1.812312
1,85,0.921834,1.382750,-1.841249
1,86,0.941488,1.412232,-1.872220
1,87,0.882498,1.323748,-1.782851
1,88,0.913369,1.370054,-1.830403
1,89,0.885648,1.328472,-1.785668
1,90,0.899251,1.348876,-1.806988
1,91,0.884537,1.326805,-1.784369
1,92,0.878969,1.318453,-1.777495
1,93,0.882004,1.323006,-1.780835
1,94,0.869396,1.304094,-1.762404
1,95,0.912931,1.369397,-1.829674
1,96,0.930258,1.395386,-1.854542
1,97,0.922722,1.384083,-1.842764
1,98,0.939777,1.409665,-1.866599
1,99,0.914335,1.371502,-1.826324
1,100,0.931485,1.397227,-1.852575
1,101,0.905201,1.357801,-1.811800
1,102,0.906135,1.359203,-1.812841
1,103,0.893017,1.339525,-1.790918
1,104,0.882359,1.323538,-1.777535
1,105,0.870750,1.306126,-1.758266
1,106,0.895755,1.343632,-1.796274
1,107,0.880709,1.321063,-1.774763
1,108,0.926355,1.389533,-1.844310
1,109,0.927936,1.391904,-1.847697
1,110,0.931936,1.397904,-1.855120
1,111,0.930360,1.395540,-1.853066
1,112,0.908394,1.362591,-1.820328
1,113,0.908306,1.362459,-1.820217
1,114,0.926996,1.390494,-1.847928
1,115,0.922167,1.383251,-1.839719
1,116,0.903078,1.354618,-1.809504
1,117,0.914200,1.371300,-1.826412
1,118,0.915621,1.373432,-1.827403
1,119,0.930096,1.395143,-1.848940
1,120,0.931159,1.396739,-1.849749
1,121,0.917450,1.376176,-1.830127
1,122,0.914132,1.371199,-1.824985
1,123,0.899312,1.348968,-1.802924
1,124,0.895228,1.342842,-1.793534
1,125,0.898637,1.347956,-1.799355
1,126,0.902792,1.354189,-1.805755
1,127,0.921166,1.381749,-1.833439
1,128,0.922135,1.383203,-1.836771
1,129,0.934209,1.401314,-1.854061
1,130,0.960888,1.441333,-1.893212
1,131,0.913002,1.369503,-1.821783
1,132,0.973824,1.460736,-1.914860
1,133,0.942127,1.413190,-1.867488
1,134,0.931023,1.396535,-1.854072
1,135,0.961336,1.442005,-1.897546
