realization,sample,temperature,kin_energy,pot_energy
1,1,1.024824,1.537236,-2.048783
1,2,0.980957,1.471436,-1.982299
1,3,0.991441,1.487162,-1.998022
1,4,0.986690,1.480035,-1.989363
1,5,0.942293,1.413439,-1.922547
1,6,0.959701,1.439552,-1.949492
1,7,0.905749,1.358623,-1.867558
1,8,0.933583,1.400375,-1.909889
1,9,0.925078,1.387617,-1.896298
1,10,0.906976,1.360464,-1.869433
1,11,0.893165,1.339748,-1.847554
1,12,0.895580,1.343370,-1.851528
1,13,0.911003,1.366505,-1.875267
1,14,0.942282,1.413423,-1.922777
1,15,0.951542,1.427313,-1.938305
1,16,0.933399,1.400099,-1.912096
1,17,0.951622,1.427433,-1.938667
1,18,0.902509,1.353763,-1.864913
1,19,0.962800,1.444200,-1.957326
1,20,0.940786,1.411179,-1.924135
1,21,0.931439,1.397158,-1.910733
1,22,0.931329,1.396994,-1.910008
1,23,0.927978,1.391968,-1.907354
1,24,0.937350,1.406025,-1.921861
1,25,0.966869,1.450304,-1.966723
1,26,0.958395,1.437592,-1.953546
1,27,0.993464,1.490197,-2.007026
1,28,0.937001,1.405501,-1.922296
1,29,1.007198,1.510798,-2.028623
1,30,0.918713,1.378070,-1.894609
1,31,0.957085,1.435628,-1.953099
1,32,0.969396,1.454094,-1.970664
1,33,0.943446,1.415169,-1.932159
1,34,0.984031,1.476046,-1.994067
1,35,0.956811,1.435216,-1.953292
1,36,1.002797,1.504195,-2.022626
1,37,0.995225,1.492838,-2.011335
1,38,1.027594,1.541390,-2.059834
1,39,1.014770,1.522155,-2.041366
1,40,1.026198,1.539297,-2.060381
1,41,1.022925,1.534388,-2.056911
1,42,1.036296,1.554444,-2.076755
1,43,1.015103,1.522655,-2.044773
1,44,1.036120,1.554181,-2.076000
1,45,1.050602,1.575903,-2.098842
1,46,1.004532,1.506797,-2.028508
1,47,1.037764,1.556646,-2.080958
1,48,1.062702,1.594054,-2.117073
1,49,1.099425,1.649137,-2.174131
1,50,1.126289,1.689433,-2.214315
1,51,1.068882,1.603323,-2.127049
1,52,1.106649,1.659974,-2.185087
1,53,1.079103,1.618655,-2.142069
1,54,1.086622,1.629933,-2.153445
1,55,1.021775,1.532662,-2.055341
1,56,1.079056,1.618584,-2.140634
1,57,1.008278,1.512416,-2.034541
1,58,1.015118,1.522677,-2.043635
1,59,1.009045,1.513568,-2.034773
1,60,1.019107,1.528660,-2.050022
1,61,1.018660,1.527990,-2.046515
1,62,1.026900,1.540351,-2.060573
1,63,1.018341,1.527511,-2.047033
1,64,1.027541,1.541312,-2.060610
1,65,1.026610,1.539915,-2.058772
1,66,1.013422,1.520132,-2.038123
1,67,0.988533,1.482799,-2.000294
1,68,0.949920,1.424880,-1.941331
1,69,0.965227,1.447841,-1.962843
1,70,0.960189,1.440283,-1.953237
1,71,0.959707,1.439561,-1.952704
1,72,0.949120,1.423681,-1.937330
1,73,0.924992,1.387488,-1.901941
1,74,0.899482,1.349223,-1.864123
1,75,0.917098,1.375647,-1.889663
1,76,0.938505,1.407757,-1.921589
1,77,0.937806,1.406709,-1.920932
1,78,0.874475,1.311713,-1.825320
1,79,0.946768,1.420152,-1.934520
1,80,0.915035,1.372552,-1.887796
1,81,0.977577,1.466366,-1.981885
1,82,0.974698,1.462048,-1.978791
1,83,0.950952,1.426428,-1.942254
1,84,0.973886,1.460829,-1.976569
1,85,0.989979,1.484969,-1.999277
1,86,0.960923,1.441385,-1.956625
1,87,0.954006,1.431009,-1.946621
1,88,0.987260,1.480890,-1.995718
1,89,0.961228,1.441842,-1.956516
1,90,0.929540,1.394309,-1.910006
1,91,0.970357,1.455535,-1.971785
1,92,0.967260,1.450890,-1.967360
1,93,0.965732,1.448598,-1.965230
1,94,0.940940,1.411410,-1.926529
1,95,0.999005,1.498507,-2.014958
1,96,0.962653,1.443979,-1.960450
1,97,1.027829,1.541744,-2.056792
1,98,1.015159,1.522738,-2.039066
1,99,1.011695,1.517543,-2.033639
1,100,1.018789,1.528183,-2.045742
1,101,0.984871,1.477307,-1.993134
1,102,0.993503,1.490255,-2.006157
1,103,0.977668,1.466502,-1.981767
1,104,0.953348,1.430023,-1.944877
1,105,0.912551,1.368826,-1.883276
1,106,0.951047,1.426570,-1.941537
1,107,0.923237,1.384855,-1.899190
1,108,0.946849,1.420274,-1.935804
1,109,0.943433,1.415150,-1.930614
1,110,0.938151,1.407227,-1.923739
1,111,0.939285,1.408927,-1.925764
1,112,0.956798,1.435197,-1.954266
1,113,0.981694,1.472542,-1.992094
1,114,0.973571,1.460356,-1.979916
1,115,0.991041,1.486561,-2.007860
1,116,0.991424,1.487137,-2.008808
1,117,1.018042,1.527063,-2.049699
1,118,1.028166,1.542250,-2.064061
1,119,1.028475,1.542713,-2.064811
1,120,1.058356,1.587533,-2.110525
1,121,1.035040,1.552560,-2.076358
1,122,1.011019,1.516528,-2.040841
1,123,1.056628,1.584943,-2.108901
1,124,0.991134,1.486701,-2.009538
1,125,0.998556,1.497834,-2.021448
1,126,1.002780,1.504170,-2.026284
1,127,1.007388,1.511081,-2.033499
1,128,0.973185,1.459777,-1.981949
1,129,0.977370,1.466055,-1.986411
1,130,0.952042,1.428063,-1.947061
1,131,0.969671,1.454506,-1.971966
1,132,0.980818,1.471227,-1.988469
1,133,0.970978,1.456467,-1.973435
1,134,1.006693,1.510040,-2.027807
1,135,0.971008,1.456512,-1.972625
1,136,0.987738,1.481607,-1.997965
1,137,0.955312,1.432968,-1.946945
1,138,0.968815,1.453223,-1.967224
1,139,0.927912,1.391869,-1.905712
1,140,0.913854,1.370782,-1.885202
1,141,0.915416,1.373123,-1.887146
1,142,0.910727,1.366090,-1.878343
1,143,0.867356,1.301034,-1.814227
1,144,0.907279,1.360918,-1.873938
1,145,0.876690,1.315034,-1.826599
1,146,0.906772,1.360158,-1.871677
1,147,0.940239,1.410359,-1.922437
1,148,0.966341,1.449511,-1.962842
1,149,0.955055,1.432583,-1.944792
1,150,0.949211,1.423817,-1.937128
1,151,1.026011,1.539016,-2.053231
1,152,1.006092,1.509138,-2.025216
1,153,1.006429,1.509643,-2.027790
1,154,1.002740,1.504111,-2.020985
1,155,1.008500,1.512751,-2.029027
1,156,0.967483,1.451225,-1.966245
1,157,0.986601,1.479902,-1.996109
1,158,0.981244,1.471866,-1.986530
1,159,0.949465,1.424197,-1.940029
1,160,0.937036,1.405554,-1.921930
1,161,0.937658,1.406486,-1.921990
1,162,0.947798,1.421696,-1.937440
1,163,0.949618,1.424427,-1.939917
1,164,0.966243,1.449365,-1.962918
1,165,0.978608,1.467911,-1.982166
1,166,0.963215,1.444822,-1.960586
1,167,1.002047,1.503071,-2.018836
1,168,0.971426,1.457139,-1.974190
1,169,1.002979,1.504468,-2.022675
1,170,0.986159,1.479239,-1.998152
1,171,0.982252,1.473378,-1.990986
1,172,0.986671,1.480007,-1.999519
1,173,0.996246,1.494368,-2.014902
1,174,0.966317,1.449476,-1.969320
1,175,1.007343,1.511015,-2.031098
1,176,0.959548,1.439322,-1.959068
1,177,0.992212,1.488318,-2.006125
1,178,1.015396,1.523094,-2.043814
1,179,0.972445,1.458668,-1.980469
1,180,1.010932,1.516399,-2.039000
1,181,1.006226,1.509338,-2.031297
1,182,0.998003,1.497004,-2.017965
1,183,1.018141,1.527212,-2.049211
1,184,1.028739,1.543109,-2.065142
1,185,1.042950,1.564424,-2.085725
1,186,1.018244,1.527367,-2.048698
1,187,1.052913,1.579370,-2.100027
1,188,1.045050,1.567575,-2.087808
1,189,1.043416,1.565124,-2.084032
1,190,1.048231,1.572347,-2.092462
1,191,1.055405,1.583107,-2.102419
1,192,1.019589,1.529383,-2.047262
1,193,1.037120,1.555680,-2.074012
1,194,1.037805,1.556707,-2.075578
1,195,0.993486,1.490229,-2.009226
1,196,0.982723,1.474084,-1.991317
1,197,0.986782,1.480174,-1.996656
1,198,0.967879,1.451819,-1.969093
1,199,0.941219,1.411828,-1.927516
1,200,0.955280,1.432920,-1.947128
1,201,0.943552,1.415328,-1.928652
1,202,0.941298,1.411947,-1.925042
1,203,0.948908,1.423362,-1.936636
1,204,0.964810,1.447215,-1.961293
1,205,0.977143,1.465714,-1.978362
1,206,0.964166,1.446249,-1.960082
1,207,1.033285,1.549928,-2.064540
1,208,1.009733,1.514600,-2.032902
1,209,1.017003,1.525504,-2.045088
1,210,1.021074,1.531611,-2.050012
1,211,1.015239,1.522858,-2.042502
1,212,1.000368,1.500552,-2.020553
1,213,1.015532,1.523298,-2.043040
1,214,0.988795,1.483192,-2.002539
1,215,1.032298,1.548447,-2.069123
1,216,0.994544,1.491815,-2.014815
1,217,1.056407,1.584610,-2.107709
1,218,1.068407,1.602610,-2.128060
1,219,1.070087,1.605130,-2.131519
1,220,1.102218,1.653327,-2.181625
1,221,1.087844,1.631766,-2.158800
1,222,1.085663,1.628494,-2.155129
1,223,1.104376,1.656563,-2.182843
1,224,1.072450,1.608674,-2.134803
1,225,1.076946,1.615420,-2.141961
1,226,1.049592,1.574389,-2.099993
1,227,1.028792,1.543188,-2.068754
1,228,0.997349,1.496023,-2.021410
